Student ID,Incident Description,Incident Place,Action,Date
73997577773,Incident that happened,Classroom,,
73997577773,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,9/6/2018
73997577773,Incident that happened,Playground,,
79331117739,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/19/2018
79313151137,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,9/18/2018
79313151137,Incident that happened,Classroom,,
79313151137,Incident that happened,Classroom,1 DAY OSS,10/11/2018
79313151137,Incident that happened,Classroom,,
79313151137,Incident that happened,Office,PARENT CONTACT / CONFERENCE,11/8/2018
79313151137,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/12/2018
77593755197,Incident that happened,Classroom,1 DAY ISS,5/16/2019
71531757713,Incident that happened,Classroom,,
73951519331,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/11/2018
73951519331,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,9/27/2018
73951519331,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/27/2018
73951519331,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,10/2/2018
73951519331,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,10/2/2018
73951519331,Incident that happened,Classroom,RESTITUTION,10/9/2018
73951519331,Incident that happened,Halls,1 DETENTION ASSIGNED,10/9/2018
73951519331,Incident that happened,Gym,1 DAY ISS,10/18/2018
73951519331,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/25/2019
73951519331,Incident that happened,Classroom,1 DETENTION ASSIGNED,1/31/2019
73951519331,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/4/2019
73951519331,Incident that happened,Halls,,2/4/2019
73951519331,Incident that happened,Halls,1 DAY ISS,4/25/2019
73951519331,Incident that happened,Classroom,2 HOURS ISS,5/29/2019
71377317197,Incident that happened,Halls,3 DAYS ISS,2/5/2019
75975577317,Incident that happened,Classroom,WARNING,10/4/2018
75975577317,Incident that happened,Classroom,WARNING,10/29/2018
75975577317,Incident that happened,Classroom,4 DETENTIONS ASSIGNED,10/31/2018
75975577317,Incident that happened,Classroom,3 DAYS ISS,11/26/2018
75975577317,Incident that happened,Classroom,4 DETENTIONS ASSIGNED,12/17/2018
75975577317,Incident that happened,Classroom,1 DETENTION ASSIGNED,1/14/2019
75975577317,Incident that happened,Classroom,,
75975577317,Incident that happened,Classroom,,
75975577317,Incident that happened,Classroom,,
75975577317,Incident that happened,Classroom,1 DAY ISS,2/13/2019
75975577317,Incident that happened,Classroom,,
75975577317,Incident that happened,Classroom,3 DAYS ISS,2/25/2019
75975577317,Incident that happened,Halls,2 DETENTIONS ASSIGNED,3/18/2019
75975577317,Incident that happened,Halls,1 DAY ISS,4/12/2019
79551317539,Incident that happened,Playground,,
71519711997,Incident that happened,Classroom,2 DAYS ISS,12/17/2018
79195371353,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/4/2018
79195371353,Incident that happened,Classroom,1 DAY ISS,3/15/2019
79195371353,Incident that happened,Classroom,1 DAY ISS,4/2/2019
79195371353,Incident that happened,Cafeteria,,
75195553395,Incident that happened,Loc/Bus,WARNING,9/24/2018
77551775753,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/19/2018
77551775753,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
77551775753,Incident that happened,Gym,1 DAY ISS,3/14/2019
77551775753,Incident that happened,Classroom,1 DAY ISS,4/4/2019
77551775753,Incident that happened,Halls,1 DAY ISS,4/24/2019
77551775753,Incident that happened,Classroom,2 DAYS ISS,4/29/2019
77179191197,Incident that happened,School Bus,OFF OF BUS 3 DAYS,12/6/2018
77179191197,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,2/25/2019
77179191197,Incident that happened,School Bus,OFF OF BUS 5 DAYS,4/2/2019
71573793353,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/13/2018
71573793353,Incident that happened,Gym,1/2 DAY ISS,12/3/2018
71573793353,Incident that happened,Halls,1 DAY ISS,12/10/2018
71573793353,Incident that happened,Classroom,1/2 DAY OSS,12/13/2018
71573793353,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/20/2018
71573793353,Incident that happened,Classroom,1 DAY ISS,1/24/2019
71573793353,Incident that happened,Gym,1 DAY ISS,2/22/2019
71573793353,Incident that happened,School Bus,OFF OF BUS 3 DAYS,2/27/2019
71573793353,Incident that happened,Classroom,1 DAY ISS,3/18/2019
71573793353,Incident that happened,Classroom,1 DETENTION ASSIGNED,4/10/2019
71573793353,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,4/11/2019
71573793353,Incident that happened,Classroom,1 DETENTION ASSIGNED,4/17/2019
71573793353,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
71573793353,Incident that happened,Halls,RESTITUTION,5/9/2019
71573793353,Incident that happened,Classroom,1 DETENTION ASSIGNED,5/14/2019
71573793353,Incident that happened,Classroom,1 DETENTION ASSIGNED,5/14/2019
71573793353,Incident that happened,Classroom,1 DETENTION ASSIGNED,5/28/2019
73517913979,Incident that happened,Classroom,,
77377939755,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,2/25/2019
79913795933,Incident that happened,Classroom,REMOVED FROM CLASS,11/19/2018
79913795933,Incident that happened,Halls,REMOVED FROM CLASS,12/14/2018
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/24/2019
79913795933,Incident that happened,Classroom,REMOVED FROM CLASS,2/11/2019
79913795933,Incident that happened,Classroom,2 HOURS ISS,2/12/2019
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,2/19/2019
79913795933,Incident that happened,Classroom,,
79913795933,Incident that happened,Cafeteria,PARENT CONTACT / CONFERENCE,2/26/2019
79913795933,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,3/1/2019
79913795933,Incident that happened,Classroom,2 HOURS ISS,3/4/2019
79913795933,Incident that happened,Office,PERIOD ISS,3/5/2019
79913795933,Incident that happened,Classroom,1/2 DAY OSS,3/6/2019
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,3/8/2019
79913795933,Incident that happened,Classroom,LUNCH DETENTION,3/11/2019
79913795933,Incident that happened,Classroom,PERIOD ISS,3/11/2019
79913795933,Incident that happened,Classroom,LUNCH DETENTION,3/12/2019
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,3/13/2019
79913795933,Incident that happened,Classroom,1/2 DAY OSS,3/13/2019
79913795933,Incident that happened,Classroom,LUNCH DETENTION,3/15/2019
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,3/18/2019
79913795933,Incident that happened,Classroom,,
79913795933,Incident that happened,Classroom,,
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
79913795933,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/22/2019
79913795933,Incident that happened,Classroom,CONFERENCE WITH ADMIN,4/24/2019
79993911979,Incident that happened,Classroom,WARNING,10/2/2018
79993911979,Incident that happened,Classroom,1 DETENTION ASSIGNED,12/18/2018
79993911979,Incident that happened,Classroom,WARNING,2/4/2019
79993911979,Incident that happened,Other,WARNING,4/3/2019
71797717513,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,4/18/2019
71757395577,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,3/13/2019
71757395577,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/24/2019
73177713533,Incident that happened,Classroom,WARNING,9/6/2018
73177713533,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/24/2018
73177713533,Incident that happened,Classroom,,
71377371139,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/12/2018
79115719713,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,3/14/2019
77311911533,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,1/24/2019
77311911533,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/4/2019
77311911533,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
79537557579,Incident that happened,Classroom,WARNING,9/17/2018
79537557579,Incident that happened,Classroom,1 DAY ISS,10/15/2018
79537557579,Incident that happened,Classroom,,
79537557579,Incident that happened,Classroom,,
79537557579,Incident that happened,Classroom,1 DAY ISS,5/8/2019
77153379957,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
77153379957,Incident that happened,Halls,1 DAY ISS,5/3/2019
77153379957,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,5/9/2019
71579931737,Incident that happened,Lavatory,PARENT CONTACT / CONFERENCE,2/28/2019
79593955393,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/14/2018
73393579379,Incident that happened,Classroom,WARNING,9/12/2018
75719171117,Incident that happened,Classroom,WARNING,8/24/2018
75719171117,Incident that happened,Classroom,WARNING,9/11/2018
75719171117,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/17/2018
75719171117,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,9/18/2018
75719171117,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,9/24/2018
75377975577,Incident that happened,Classroom,WARNING,9/6/2018
75377975577,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/11/2018
75377975577,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,9/14/2018
75377975577,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,9/26/2018
75377975577,Incident that happened,Classroom,,
73197397913,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
73197397913,Incident that happened,Classroom,1 DAY ISS,3/15/2019
77577319719,Incident that happened,School Bus,,
77599539193,Incident that happened,Classroom,1 DAY ISS,11/1/2018
77599539193,Incident that happened,Halls,1 DAY ISS,5/16/2019
77779953937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/18/2018
77779953937,Incident that happened,Cafeteria,PRINCIPAL/STUDENT CONFERENCE,10/9/2018
77779953937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/3/2018
77779953937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,1/24/2019
73959199153,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/19/2018
73959199153,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/5/2019
73959199153,Incident that happened,Halls,1 DETENTION ASSIGNED,4/18/2019
79133171911,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/12/2018
75959711731,Incident that happened,Classroom,1 DAY ISS,9/11/2018
71975337957,Incident that happened,Lavatory,1 DAY ISS,2/13/2019
71975337957,Incident that happened,Halls,1 DETENTION ASSIGNED,5/2/2019
77717151737,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,5/9/2019
71959313771,Incident that happened,School Bus,CONFERENCE WITH ADMIN,10/30/2018
75951135131,Incident that happened,Classroom,1 DAY ISS,10/8/2018
77931719931,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/18/2018
77931719931,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
73399735137,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,10/17/2018
71157179571,Incident that happened,Classroom,1 DAY ISS,1/10/2019
73331919313,Incident that happened,Classroom,WARNING,9/24/2018
71591591379,Incident that happened,School Bus,1/2 DAY ISS,10/5/2018
79931711171,Incident that happened,School Bus,1/2 DAY ISS,10/5/2018
79931711171,Incident that happened,Gym,,
79931711171,Incident that happened,Halls,1 DAY ISS,3/1/2019
79931711171,Incident that happened,Cafeteria,3 DAYS ISS,4/18/2019
79917335137,Incident that happened,Classroom,,
79917335137,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,8/30/2018
79917335137,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,9/7/2018
79917335137,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/5/2018
73379399953,Incident that happened,Classroom,1 DAY ISS,5/16/2019
73555999533,Incident that happened,Gym,PRINCIPAL/STUDENT CONFERENCE,10/3/2018
79951399719,Incident that happened,Halls,,
71517157339,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,5/16/2019
73751911791,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,11/16/2018
71117331939,Incident that happened,Loc/Bus,1 DAY ISS,12/10/2018
71117331939,Incident that happened,Classroom,3 DAYS ISS,12/11/2018
71117331939,Incident that happened,Classroom,2 DAYS ISS,4/29/2019
73991533191,Incident that happened,Classroom,WARNING,10/18/2018
73991533191,Incident that happened,Classroom,,
73991533191,Incident that happened,Classroom,,
73991533191,Incident that happened,Classroom,,
73775337959,Incident that happened,Classroom,WARNING,9/18/2018
73775337959,Incident that happened,Classroom,,
73775337959,Incident that happened,Classroom,,
77559911531,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/1/2019
73531351517,Incident that happened,Halls,WARNING,11/5/2018
73195177339,Incident that happened,Other,1/2 DAY ISS,9/12/2018
73195177339,Incident that happened,Halls,1 DAY ISS,10/24/2018
73195177339,Incident that happened,Cafeteria,1 DAY ISS,1/24/2019
73195177339,Incident that happened,Halls,1 DAY ISS,5/2/2019
79117379359,Incident that happened,School Bus,OFF OF BUS 1 DAY,10/10/2018
73553779553,Incident that happened,Classroom,1/2 DAY ISS,11/6/2018
71539953991,Incident that happened,Classroom,Missed Recess,11/1/2018
71539953991,Incident that happened,Halls,PARENT CONTACT / CONFERENCE,11/8/2018
71539953991,Incident that happened,Classroom,,12/18/2018
71539953991,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,3/18/2019
79197593135,Incident that happened,Classroom,WARNING,10/29/2018
79197593135,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,10/31/2018
79197593135,Incident that happened,Classroom,1 DAY ISS,11/5/2018
79197593135,Incident that happened,Classroom,,
79197593135,Incident that happened,Classroom,,
79197593135,Incident that happened,Classroom,1 DAY ISS,4/1/2019
79197593135,Incident that happened,Classroom,2 DAYS ISS,5/8/2019
77719397399,Incident that happened,Classroom,RESTITUTION,9/7/2018
77719397399,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/27/2018
77719397399,Incident that happened,Classroom,1 DETENTION ASSIGNED,1/29/2019
77719397399,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,2/27/2019
77719397399,Incident that happened,Other,1 DETENTION ASSIGNED,2/28/2019
77719397399,Incident that happened,Cafeteria,PRINCIPAL/STUDENT CONFERENCE,5/9/2019
71333779993,Incident that happened,Cafeteria,,
71333779993,Incident that happened,Classroom,3 DAYS ISS,4/2/2019
79931739191,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,2/27/2019
79931739191,Incident that happened,Classroom,3 DAYS ISS,4/5/2019
73317719737,Incident that happened,Classroom,1 DAY ISS,9/27/2018
73317719737,Incident that happened,Community,1 DAY ISS,10/9/2018
73317719737,Incident that happened,Other,4 DAYS ISS,11/13/2018
73317719737,Incident that happened,Classroom,4 DAYS ISS,11/29/2018
73317719737,Incident that happened,School Bus,3 DAYS OSS,12/12/2018
73317719737,Incident that happened,Classroom,,
73317719737,Incident that happened,Classroom,1 DAY ISS,3/7/2019
73317719737,Incident that happened,Classroom,1 DAY ISS,3/18/2019
73317719737,Incident that happened,Classroom,1 DAY ISS,4/3/2019
73317719737,Incident that happened,Classroom,1 DAY ISS,4/15/2019
73317719737,Incident that happened,Classroom,1 DAY OSS,4/15/2019
73317719737,Incident that happened,Classroom,1 DAY ISS,5/13/2019
77913957197,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,11/29/2018
77913957197,Incident that happened,Classroom,1 DETENTION ASSIGNED,4/11/2019
77913957197,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,4/22/2019
77913957197,Incident that happened,Classroom,3 DAYS ISS,5/6/2019
71959911313,Incident that happened,Office,2 DAYS OSS,10/1/2018
71959911313,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,2/25/2019
71959911313,Incident that happened,Classroom,RESTITUTION,3/7/2019
71959911313,Incident that happened,Other,1 DAY ISS,4/17/2019
71959911313,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
71959911313,Incident that happened,Other,1 DETENTION ASSIGNED,4/30/2019
79731599757,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/9/2018
77115335157,Incident that happened,Cafeteria,WARNING,9/10/2018
77115335157,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/7/2019
77915997575,Incident that happened,Classroom,WARNING,9/11/2018
77915997575,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/25/2018
77915997575,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,9/26/2018
77915997575,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,10/1/2018
77915997575,Incident that happened,Classroom,,
77915997575,Incident that happened,Classroom,,
77915997575,Incident that happened,Classroom,,
77915997575,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,2/28/2019
71555355173,Incident that happened,Loc/Bus,PARENT CONTACT / CONFERENCE,9/14/2018
71555355173,Incident that happened,Loc/Bus,OFF OF BUS 5 DAYS,10/4/2018
71555355173,Incident that happened,Loc/Bus,OFF OF BUS 1 DAY,11/7/2018
71555355173,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/8/2018
71555355173,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,11/16/2018
71555355173,Incident that happened,Classroom,REMOVED FROM CLASS,11/20/2018
71555355173,Incident that happened,Classroom,REMOVED FROM CLASS,11/27/2018
71555355173,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/27/2018
71555355173,Incident that happened,Cafeteria,1/2 DAY OSS,11/28/2018
71555355173,Incident that happened,Playground,PRINCIPAL/STUDENT CONFERENCE,11/30/2018
71555355173,Incident that happened,Office,PARENT CONTACT / CONFERENCE,12/10/2018
71555355173,Incident that happened,Other,1 DAY OSS,12/17/2018
71395719571,Incident that happened,Other,1 DAY OSS,8/24/2018
79355175937,Incident that happened,Cafeteria,RESTITUTION,9/21/2018
79355175937,Incident that happened,Halls,1 DAY ISS,10/9/2018
79355175937,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/12/2018
79355175937,Incident that happened,Classroom,PERIOD ISS,12/20/2018
79355175937,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/25/2019
79355175937,Incident that happened,Classroom,1 DAY ISS,2/19/2019
79355175937,Incident that happened,Classroom,1 DAY ISS,3/20/2019
79355175937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,5/13/2019
79755373379,Incident that happened,Classroom,1 DAY ISS,1/30/2019
79755373379,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,1/24/2019
79755373379,Incident that happened,Classroom,2 DAYS ISS,1/30/2019
79755373379,Incident that happened,Halls,1 DAY ISS,5/2/2019
79755373379,Incident that happened,Halls,1 DAY ISS,5/24/2019
71137939373,Incident that happened,Classroom,WARNING,9/14/2018
71137939373,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/9/2018
71959337111,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/30/2019
79593117799,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,2/15/2019
75151135999,Incident that happened,Classroom,WARNING,9/18/2018
75151135999,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/10/2018
75151135999,Incident that happened,Other,1 DAY ISS,1/25/2019
75151135999,Incident that happened,Gym,1 DETENTION ASSIGNED,3/18/2019
75151135999,Incident that happened,Grounds,3 DAYS ISS,4/9/2019
79533595751,Incident that happened,Classroom,WARNING,9/6/2018
79533595751,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/18/2018
79533595751,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/18/2018
79533595751,Incident that happened,Classroom,1 DETENTION ASSIGNED,1/25/2019
