Student ID,Incident Description,Incident Place,Action,Date
79533595751,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/29/2019
79533595751,Incident that happened,Classroom,1 DAY ISS,2/1/2019
79533595751,Incident that happened,Gym,3 DAYS ISS,2/25/2019
79533595751,Incident that happened,Classroom,1 DAY ISS,3/4/2019
79533595751,Incident that happened,Halls,2 DAYS ISS,5/9/2019
79533595751,Incident that happened,Cafeteria,LUNCH DETENTION,5/7/2019
79533595751,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,5/9/2019
73977551371,Incident that happened,Loc/Bus,PARENT CONTACT / CONFERENCE,12/6/2018
77317993539,Incident that happened,Lavatory,PRINCIPAL/STUDENT CONFERENCE,12/10/2018
79795795173,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/8/2018
79795795173,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/28/2019
77931717977,Incident that happened,Playground,,
77931717977,Incident that happened,Playground,PARENT CONTACT / CONFERENCE,9/27/2018
77931717977,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,1/11/2019
71935357351,Incident that happened,Classroom,WARNING,9/21/2018
73951575711,Incident that happened,Classroom,,
73951575711,Incident that happened,Playground,,
73577177757,Incident that happened,Classroom,1 DAY ISS,11/19/2018
73577177757,Incident that happened,Halls,WARNING,2/15/2019
71731913597,Incident that happened,School Bus,1/2 DAY ISS,9/7/2018
71731913597,Incident that happened,School Bus,1 DAY ISS,9/26/2018
71731913597,Incident that happened,Classroom,1/2 DAY ISS,10/3/2018
71731913597,Incident that happened,School Bus,1 DAY ISS,11/28/2018
71731913597,Incident that happened,Halls,1/2 DAY ISS,11/30/2018
71731913597,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/3/2018
71731913597,Incident that happened,Halls,1 DAY ISS,1/8/2019
71731913597,Incident that happened,Classroom,1 DAY ISS,2/6/2019
71731913597,Incident that happened,School Bus,OFF OF BUS 5 DAYS,3/14/2019
71731913597,Incident that happened,Cafeteria,1 DAY ISS,4/17/2019
71731913597,Incident that happened,Halls,1 DAY ISS,4/24/2019
71731913597,Incident that happened,Halls,1 DAY ISS,5/9/2019
71731913597,Incident that happened,Classroom,1/2 DAY ISS,5/24/2019
71335157937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,8/24/2018
71335157937,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,8/29/2018
71335157937,Incident that happened,Classroom,WARNING,8/30/2018
71335157937,Incident that happened,Classroom,1 DETENTION ASSIGNED,8/30/2018
71335157937,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/5/2018
71335157937,Incident that happened,Gym,PARENT CONTACT / CONFERENCE,9/7/2018
71335157937,Incident that happened,Classroom,1/2 DAY ISS,10/23/2018
71335157937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/3/2018
71335157937,Incident that happened,Halls,2 HOURS ISS,12/12/2018
71335157937,Incident that happened,Halls,1 DETENTION ASSIGNED,12/14/2018
71335157937,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,2/25/2019
71335157937,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/13/2019
71335157937,Incident that happened,Classroom,1 DETENTION ASSIGNED,4/3/2019
71335157937,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
71335157937,Incident that happened,Grounds,1/2 DAY ISS,5/20/2019
71335157937,Incident that happened,Halls,1 DAY ISS,5/29/2019
71559799759,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,2/11/2019
71537733915,Incident that happened,Classroom,,
71537733915,Incident that happened,Classroom,,
73513719993,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,8/28/2018
73513719993,Incident that happened,School Bus,1/2 DAY ISS,9/7/2018
73513719993,Incident that happened,Gym,1 DETENTION ASSIGNED,9/18/2018
73513719993,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/25/2018
73513719993,Incident that happened,Cafeteria,1 DAY ISS,10/2/2018
73513719993,Incident that happened,Halls,WARNING,10/8/2018
73513719993,Incident that happened,Classroom,1/2 DAY ISS,10/19/2018
73513719993,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/29/2018
73513719993,Incident that happened,Classroom,1/2 DAY ISS,11/5/2018
73513719993,Incident that happened,Classroom,RESTITUTION,11/8/2018
73513719993,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/7/2018
73513719993,Incident that happened,Gym,1 DAY ISS,11/13/2018
73513719993,Incident that happened,Halls,1/2 DAY ISS,11/20/2018
73513719993,Incident that happened,Halls,1/2 DAY ISS,11/30/2018
73513719993,Incident that happened,Halls,1 DETENTION ASSIGNED,12/6/2018
73513719993,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/5/2018
73513719993,Incident that happened,Classroom,1 DAY ISS,12/11/2018
73513719993,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/22/2019
73513719993,Incident that happened,Halls,1 DAY ISS,2/25/2019
73513719993,Incident that happened,Classroom,2 DAYS ISS,3/7/2019
73513719993,Incident that happened,Classroom,2 DAYS ISS,3/21/2019
73513719993,Incident that happened,Classroom,3 DAYS ISS,4/11/2019
73513719993,Incident that happened,Classroom,1 DETENTION ASSIGNED,4/17/2019
73513719993,Incident that happened,Classroom,1 DAY ISS,5/7/2019
73513719993,Incident that happened,Grounds,1 DAY ISS,5/13/2019
73513719993,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,5/9/2019
73513719993,Incident that happened,Classroom,1 DAY ISS,5/23/2019
79517995131,Incident that happened,Classroom,WARNING,10/4/2018
79517995131,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/5/2018
79517995131,Incident that happened,Classroom,WARNING,10/31/2018
79517995131,Incident that happened,Classroom,1 DAY ISS,11/5/2018
79517995131,Incident that happened,Classroom,1 DAY ISS,12/4/2018
79517995131,Incident that happened,Classroom,WARNING,3/1/2019
77531179533,Incident that happened,Cafeteria,1 DAY ISS,5/15/2019
73111177159,Incident that happened,Classroom,RESTITUTION,10/8/2018
73111177159,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,11/2/2018
73111177159,Incident that happened,School Bus,1 DETENTION ASSIGNED,12/11/2018
73111177159,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/18/2018
73111177159,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/19/2018
73111177159,Incident that happened,Cafeteria,1 DAY ISS,5/14/2019
73135937557,Incident that happened,Loc/Bus,PRINCIPAL/STUDENT CONFERENCE,8/30/2018
73135937557,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,3/5/2019
77175357393,Incident that happened,Classroom,,
75733311513,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/10/2018
71155991759,Incident that happened,Classroom,WARNING,10/10/2018
75175517573,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,5/14/2019
73193593391,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,8/17/2018
73193593391,Incident that happened,Grounds,,
73193593391,Incident that happened,Classroom,,
73193593391,Incident that happened,Classroom,,
73193593391,Incident that happened,Loc/Bus,PRINCIPAL/STUDENT CONFERENCE,9/24/2018
73759515597,Incident that happened,Classroom,,
79353757533,Incident that happened,Classroom,1 DAY ISS,3/14/2019
79353757533,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,4/4/2019
79353757533,Incident that happened,Classroom,1/2 DAY ISS,5/13/2019
71559911915,Incident that happened,Cafeteria,PRINCIPAL/STUDENT CONFERENCE,5/8/2019
73753979937,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/15/2019
71977335511,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/14/2019
79135537537,Incident that happened,Other,PRINCIPAL/STUDENT CONFERENCE,5/28/2019
77973355719,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/19/2018
79119133711,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/3/2018
79119133711,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/19/2018
79579553397,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/20/2018
79579553397,Incident that happened,Halls,2 DAYS ISS,11/29/2018
71915193539,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,3/13/2019
71159135197,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
79513317971,Incident that happened,Classroom,RESTITUTION,10/17/2018
79513317971,Incident that happened,Classroom,1 DETENTION ASSIGNED,11/6/2018
79513317971,Incident that happened,Classroom,RESTITUTION,12/12/2018
79375711331,Incident that happened,Other,1 DETENTION ASSIGNED,10/24/2018
79375711331,Incident that happened,Other,PRINCIPAL/STUDENT CONFERENCE,5/3/2019
79513137117,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,12/20/2018
77931519577,Incident that happened,Loc/Bus,THURSDAY NIGHT DETENTION,2/7/2019
77931519577,Incident that happened,School Bus,2 DAYS ISS,5/28/2019
73519373173,Incident that happened,Classroom,1 DAY ISS,9/20/2018
71397119119,Incident that happened,Classroom,RESTITUTION,8/27/2018
71397119119,Incident that happened,Classroom,1/2 DAY ISS,5/16/2019
73597957331,Incident that happened,School Bus,1/2 DAY ISS,10/19/2018
73955371157,Incident that happened,School Bus,WARNING,9/7/2018
73955371157,Incident that happened,Classroom,PERIOD ISS,9/18/2018
73955371157,Incident that happened,School Bus,OFF OF BUS 1 DAY,9/13/2018
73955371157,Incident that happened,Playground,Missed Recess,9/12/2018
73955371157,Incident that happened,Playground,,
73955371157,Incident that happened,Auditorium,,
73955371157,Incident that happened,Playground,,
71753111577,Incident that happened,Classroom,,
73919579573,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,4/18/2019
73919579573,Incident that happened,Classroom,1 DAY OSS,4/23/2019
77795559397,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,11/7/2018
77795559397,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/29/2019
75359755997,Incident that happened,School Bus,,
75359755997,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,2/28/2019
79711779759,Incident that happened,Classroom,1 DAY ISS,5/13/2019
75575717317,Incident that happened,School Bus,1 DAY ISS,11/29/2018
75575717317,Incident that happened,Other,1 DAY ISS,12/14/2018
75575717317,Incident that happened,Gym,1 DAY ISS,5/30/2019
75959557753,Incident that happened,Classroom,1 DAY ISS,11/28/2018
79715773955,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/10/2018
79715773955,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/24/2018
79715773955,Incident that happened,Classroom,1 DETENTION ASSIGNED,5/13/2019
75535953311,Incident that happened,Loc/Bus,1 DETENTION ASSIGNED,9/27/2018
75535953311,Incident that happened,Classroom,1 DAY ISS,11/26/2018
73933719573,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,12/14/2018
73933719573,Incident that happened,School Bus,RESTITUTION,4/15/2019
73933719573,Incident that happened,School Bus,1/2 DAY ISS,5/16/2019
77531535951,Incident that happened,Classroom,WARNING,9/10/2018
77531535951,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/11/2018
77531535951,Incident that happened,Gym,WARNING,9/21/2018
77531535951,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,10/2/2018
77531535951,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,10/11/2018
71975771339,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/29/2019
77711795131,Incident that happened,Loc/Bus,,
77711795131,Incident that happened,Cafeteria,2 DAYS ISS,2/15/2019
77711795131,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,3/18/2019
75935915953,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,2/25/2019
75935915953,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,2/27/2019
73957193753,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/8/2018
73957193753,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,10/8/2018
73957193753,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,10/10/2018
71753313773,Incident that happened,Classroom,1 DAY ISS,1/30/2019
71753313773,Incident that happened,Classroom,RESTITUTION,3/19/2019
71131935757,Incident that happened,Classroom,WARNING,9/11/2018
71131935757,Incident that happened,Grounds,3 DAYS ISS,4/24/2019
71331575397,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/30/2019
71331575397,Incident that happened,Classroom,PERIOD ISS,5/28/2019
71999359731,Incident that happened,School Bus,WARNING,2/13/2019
71999359731,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,2/12/2019
71999359731,Incident that happened,School Bus,OFF OF BUS 1 DAY,4/10/2019
73571739119,Incident that happened,Gym,2 HOURS ISS,1/25/2019
77197137197,Incident that happened,Grounds,2 DAYS ISS,10/31/2018
77197137197,Incident that happened,Grounds,1 DAY ISS,11/2/2018
77197137197,Incident that happened,Grounds,3 DAYS OSS,4/30/2019
71735199557,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/18/2018
77933975377,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,3/6/2019
77933975377,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/13/2019
77933975377,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/21/2019
77533135351,Incident that happened,Cafeteria,2 HOURS ISS,9/18/2018
75599931579,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,3/15/2019
73395399559,Incident that happened,Classroom,RESTITUTION,10/4/2018
77719559133,Incident that happened,Classroom,WARNING,11/1/2018
79355195533,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,11/29/2018
79355195533,Incident that happened,Classroom,3 DAYS ISS,12/14/2018
79355195533,Incident that happened,Halls,3 DAYS ISS,1/17/2019
79351179537,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/7/2018
79351179537,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,12/20/2018
77757719951,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/4/2018
77757719951,Incident that happened,Loc/Bus,OFF OF BUS 1 DAY,9/26/2018
77757719951,Incident that happened,Classroom,1 DAY ISS,11/20/2018
77757719951,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,12/11/2018
77757719951,Incident that happened,Classroom,1 DAY ISS,12/19/2018
77757719951,Incident that happened,Classroom,,
77757719951,Incident that happened,Classroom,,
77757719951,Incident that happened,Classroom,,
73353731779,Incident that happened,Loc/Bus,PARENT CONTACT / CONFERENCE,9/6/2018
71395591773,Incident that happened,Classroom,3 DAYS ISS,2/12/2019
73157137153,Incident that happened,Halls,3 DAYS ISS,2/6/2019
77197351371,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/21/2018
77197351371,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,10/22/2018
77197351371,Incident that happened,School Bus,1/2 DAY ISS,10/24/2018
77197351371,Incident that happened,School Bus,OFF OF BUS 3 DAYS,11/2/2018
77197351371,Incident that happened,Gym,1 DAY ISS,11/14/2018
77197351371,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
77197351371,Incident that happened,Classroom,1 DAY ISS,5/6/2019
77197351371,Incident that happened,School Bus,OFF OF BUS 3 DAYS,5/1/2019
77197351371,Incident that happened,School Bus,OFF OF BUS 3 DAYS,5/14/2019
73537559351,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/2/2019
73537559351,Incident that happened,Classroom,PERIOD ISS,4/11/2019
77371919399,Incident that happened,Classroom,1 DAY ISS,4/26/2019
79577977337,Incident that happened,Classroom,WARNING,10/1/2018
79577977337,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/2/2018
77131975557,Incident that happened,Classroom,,
71517757135,Incident that happened,Classroom,RESTITUTION,10/17/2018
71517757135,Incident that happened,Classroom,RESTITUTION,10/24/2018
71517757135,Incident that happened,Halls,1 DAY ISS,1/28/2019
71991937913,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/13/2018
71991937913,Incident that happened,Halls,1 DETENTION ASSIGNED,10/4/2018
71711557179,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,5/2/2019
79391779973,Incident that happened,Playground,Missed Recess,8/27/2018
79391779973,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/10/2018
71535357951,Incident that happened,Loc/Bus,WARNING,11/12/2018
71535357951,Incident that happened,Loc/Bus,OFF OF BUS 1 DAY,11/15/2018
71535357951,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,12/20/2018
77713539559,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/20/2018
77713539559,Incident that happened,School Bus,OFF OF BUS 3 DAYS,9/24/2018
77713539559,Incident that happened,Classroom,1 DAY ISS,10/4/2018
77713539559,Incident that happened,School Bus,5 DAYS OSS,10/29/2018
77713539559,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/24/2018
77713539559,Incident that happened,Classroom,1/2 DAY ISS,12/5/2018
77713539559,Incident that happened,School Bus,1 DAY ISS,12/10/2018
77713539559,Incident that happened,Classroom,3 DAYS ISS,1/16/2019
77713539559,Incident that happened,Halls,2 DAYS ISS,2/4/2019
77713539559,Incident that happened,Gym,1 DAY ISS,2/28/2019
77713539559,Incident that happened,Gym,3 DAYS OSS,2/27/2019
77713539559,Incident that happened,Halls,1 DETENTION ASSIGNED,3/6/2019
77713539559,Incident that happened,School Bus,OFF OF BUS 5 DAYS,3/7/2019
77713539559,Incident that happened,Gym,REMOVED FROM CLASS,3/19/2019
77713539559,Incident that happened,Halls,1 DAY ISS,4/10/2019
77713539559,Incident that happened,School Bus,1 DETENTION ASSIGNED,4/16/2019
77713539559,Incident that happened,School Bus,OFF OF BUS 1 DAY,4/18/2019
77713539559,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/13/2019
77713539559,Incident that happened,Classroom,1/2 DAY ISS,5/21/2019
77713539559,Incident that happened,Classroom,1 DAY ISS,5/28/2019
71199755559,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/4/2018
71199755559,Incident that happened,Other,1 DAY ISS,12/10/2018
71199755559,Incident that happened,Other,2 DAYS ISS,12/14/2018
77577753571,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/21/2018
77577753571,Incident that happened,Halls,1 DETENTION ASSIGNED,10/1/2018
77577753571,Incident that happened,Classroom,1 DAY ISS,1/7/2019
77577753571,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/25/2019
77577753571,Incident that happened,Classroom,1 DAY ISS,2/27/2019
77577753571,Incident that happened,Halls,1 DETENTION ASSIGNED,3/4/2019
73531751599,Incident that happened,Classroom,WARNING,10/2/2018
73531751599,Incident that happened,Grounds,3 DAYS ISS,5/3/2019
75975911395,Incident that happened,Classroom,WARNING,9/24/2018
75975911395,Incident that happened,Classroom,1 DAY ISS,10/11/2018
75975911395,Incident that happened,Classroom,WARNING,10/31/2018
75975911395,Incident that happened,Classroom,1 DAY ISS,3/20/2019
75975911395,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,4/17/2019
75975911395,Incident that happened,Grounds,10 DAYS OSS,4/17/2019
77711535119,Incident that happened,School Bus,,
77711535119,Incident that happened,School Bus,OFF OF BUS 1 DAY,10/5/2018
77711535119,Incident that happened,Halls,PARENT CONTACT / CONFERENCE,10/30/2018
77711535119,Incident that happened,Halls,PARENT CONTACT / CONFERENCE,11/1/2018
77711535119,Incident that happened,School Bus,OFF OF BUS 3 DAYS,11/7/2018
77711535119,Incident that happened,Loc/Bus,OFF OF BUS 3 DAYS,11/16/2018
71775939739,Incident that happened,Classroom,WARNING,10/2/2018
71775939739,Incident that happened,Classroom,2 DAYS ISS,11/20/2018
71775939739,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,3/11/2019
71775939739,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/14/2019
71775939739,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,3/21/2019
71775939739,Incident that happened,Cafeteria,,
